Id,ImageURL,UnitPrice,Category1,Category2,Category3,Name,Description,ProductSKU,LongDescription
q27000003628372AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123254AEY-0.jpg,18,gear,cycling,tools,Planet Bike Fat Max 15 Bike Tire Gauge,,,"<ul> <li>Designed specifically for fat-bike tires with a low pressure range of 2-15 psi </li><li>White face plate allows easy reading, and gauge retains the reading until it's reset</li><li>Durable case and crystal lens</li><li>Presta and Schrader adaptable head; compatible with Presta valves with removable valve</li><li>Length: 120mm</li> </ul>"
q27000003628377AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123259AC8-0.jpg,24.95,gear,cycling,bottles & cages,Wolf Tooth Components B-RAD Double Bottle Adapter,,,<ul> <li>Easy to install using B-RAD Base (not included) and existing cage mounts on a bike; provides easy access to bottles while staying out of the way of your legs</li> </ul>
q27000003628407AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123268AO0-0.jpg,20,gear,cycling,lights,Nite Ize SpokeLit Rechargeable Light,,,"<ul> <li>Set it to 1 of 4 colors (red, green, blue, white) or leave it in color-changing Disc-O mode</li><li>Durable, weather-resistant body easily attaches to most spokes without the need for tools</li><li>Tool-free installation fits most bicycle wheels</li><li>Recharges in approximately 1.5 hrs. using micro-USB cable (not included)</li><li>Runs for up to 6 hrs. on a single charge</li> </ul>"
q27000003628408AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123269AC8-0.jpg,99.95,gear,cycling,pumps,Topeak JoeBlow Pro X Floor Pump,,,"<ul> <li>Large padded handle provides comfort, while the extra-long, tangle-free hose can even reach wheels on bikes mounted in a stand</li><li>SmartHead™ DX3 with lower profile air release button automatically adjusts to fit either Presta or Schrader valves and makes getting the right pressure a simple task</li><li>Barrel is made from anodized aluminum for long-term reliability</li><li>Durable hardened-steel base provides stability</li><li>Volume per stroke: 320.7cc</li><li>Added features: Dunlop valve adapter, ball/bladder heads and hose dock</li> </ul>"
q27000003628430AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123270AC8-0.jpg,380,gear,cycling,computers,Wahoo Fitness ELEMNT ROAM GPS Bike Computer,,,"<ul> <li>Vibrant, crystal clear 2.7 in. color display makes it easy to see your data and routes; Gorilla® Glass screen resists damage from scratches, bumps and drops</li><li>Ambient light sensor optimizes screen brightness and LEDs as lighting conditions change</li><li>Navigate on the fly, panning and zooming on the map page to select a location and generate turn-by-turn directions</li><li>Dual-band ANT+™ and Bluetooth® connections let you wirelessly pair with other devices and sensors to sync ride data, download maps or update software</li><li>Use the ELEMNT companion app to configure data fields, create custom profiles, track performance and share ride data with third-party apps or friends</li><li>Programmable LED indicators provide a visual cue for tracking key performance metrics, such as speed, heart rate and power</li><li>Put your favorite mountain bike trails directly on your handlebars with Singletracks and MTB Project integrations</li><li>Get Me Started feature generates turn-by-turn directions to the start of a selected route</li><li>Back on Track automatically redirects you to a selected route if you take a wrong turn or make an unplanned detour</li><li>Route to Start feature finds the shortest route back to the starting point of your ride</li><li>Retrace Route feature navigates back to the starting point of a ride by reversing the route</li><li>Controls KICKR, KICKR CORE or KICKR SNAP bike trainers (not included) in Level, Erg and Routes & Ride History modes to maximize your training</li><li>Routes & Ride History mode automatically changes resistance to match the elevation profile of a selected route</li><li>Includes sturdy and secure stem mount and aerodynamic out-front mount</li><li>USB rechargeable battery provides up to 17 hrs. of battery life</li> </ul>"
q27000003628431AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123271AC8-0.jpg,300,gear,cycling,computers,Garmin Edge 530 GPS Bike Computer,,,"<ul> <li>Provides insights on your VO2 max, recovery, training balance, heat and altitude acclimation, nutrition, hydration and more—when paired with compatible sensors (not included)</li><li>PIN-protected bike alarm will notify you on your smartphone if your bike is moved while you are inside getting water or making a pit stop</li><li>Safety features: bike alarm, group messaging and tracking, assistance and compatibility with Varia™ rearview radar and lights (when paired with your compatible smartphone)</li><li>Preloaded, routable Garmin Cycle Map offers Popularity Routing, which calculates routes based on the most popular rides from Garmin Connect so you can ride like a local</li><li>Off-course recalculation and back-to-start features help you get back on track</li><li>Get maps for mountain biking by downloading the free Trailforks app from the Connect IQ™ store to unlock maps, trail conditions and more</li><li>MTB dynamics track jump count, jump distance and hang time as well as Grit, a measure of the ride's difficulty, and Flow, which tracks the smoothness of your descent</li><li>Customize with free apps, widgets and data fields from the Connect IQ store</li><li>Battery life: up to 20 hrs. with GPS; works with Garmin Charge™ power pack (not included) for up to 40 hrs. of additional battery life</li> </ul>"
q27000003628432AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123272AC8-0.jpg,400,gear,cycling,computers,Garmin Edge 530 GPS Bike Computer - Sensor Bundle,,,"<ul> <li>Includes Edge 530 bike computer, standard mount, flush out-front mount, speed sensor, cadence sensor, heart rate monitor, tether, USB cable and documentation</li><li>Provides insights on your VO2 max, recovery, training balance, heat and altitude acclimation, nutrition, hydration and more—when paired with compatible sensors</li><li>PIN-protected bike alarm will notify you on your smartphone if your bike is moved while you are inside getting water or making a pit stop</li><li>Safety features: bike alarm, group messaging and tracking, assistance and compatibility with Varia™ rearview radar and lights (when paired with your compatible smartphone)</li><li>Preloaded, routable Garmin Cycle Map offers popularity routing, which calculates routes based on the most popular rides from Garmin Connect so you can ride like a local</li><li>Off-course recalculation and back-to-start features help you get back on track</li><li>Get maps for mountain biking by downloading the free Trailforks app from the Connect IQ™ store to unlock maps, trail conditions and more</li><li>MTB dynamics track jump count, jump distance and hang time as well as Grit, a measure of the ride's difficulty, and Flow, which tracks the smoothness of your descent</li><li>Customize with free apps, widgets and data fields from the Connect IQ store</li><li>Battery life: up to 20 hrs. with GPS; works with Garmin Charge™ power pack (not included) for up to 40 hrs. of additional battery life</li> </ul>"
q27000003628433AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123273AC8-0.jpg,370,gear,cycling,computers,Garmin Edge 530 GPS Bike Computer - Mountain Bike Bundle,,,"<ul> <li>Includes Edge 530 bike computer, standard mount, mountain bike mount, Edge remote, silicone case, speed sensor, tether, USB cable and documentation</li><li>Integrated Trailforks data and preloaded app give you access to trail maps, difficulty ratings, conditions and more; sync your rides planned on Trailforks right to your Edge</li><li>MTB dynamics track jump count, jump distance and hang time as well as Grit, a measure of the ride's difficulty, and Flow, which tracks the smoothness of your descent</li><li>Preloaded, routable Garmin Cycle Map offers popularity routing, which calculates routes based on the most popular rides from Garmin Connect so you can ride like a local</li><li>Off-course recalculation and back-to-start features help you get back on track</li><li>Provides insights on your VO2 max, recovery, training balance, heat and altitude acclimation, nutrition, hydration and more—when paired with compatible sensors (not included)</li><li>PIN-protected bike alarm will notify you on your smartphone if your bike is moved while you are inside getting water or making a pit stop</li><li>Safety features: bike alarm, group messaging and tracking, assistance and compatibility with Varia™ rearview radar and lights (when paired with your compatible smartphone)</li><li>Customize with free apps, widgets and data fields from the Connect IQ™ store</li><li>Battery life: up to 20 hrs. with GPS; works with Garmin Charge™ power pack (not included) for up to 40 hrs. of additional battery life</li> </ul>"
q27000003628434AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123274AC8-0.jpg,400,gear,cycling,computers,Garmin Edge 830 GPS Bike Computer,,,"<ul> <li>Provides insights on your VO2 max, recovery, training balance, heat and altitude acclimation, nutrition, hydration and more—when paired with compatible sensors (not included)</li><li>PIN-protected bike alarm will notify you on your smartphone if your bike is moved while you are inside getting water or making a pit stop</li><li>Safety features: bike alarm, group messaging and tracking, assistance and compatibility with Varia™ rearview radar and lights (when paired with your compatible smartphone)</li><li>Preloaded, routable Garmin Cycle Map offers popularity routing, which calculates routes based on the most popular rides from Garmin Connect so you can ride like a local</li><li>On-device POI search lets you browse your surroundings; address search routes to your destination; off-course recalculation and back-to-start features get you back on track</li><li>Get maps for mountain biking by downloading the free Trailforks app from the Connect IQ™ store to unlock maps, trail conditions and more</li><li>MTB dynamics track jump count, jump distance and hang time as well as Grit, a measure of the ride's difficulty, and Flow, which tracks the smoothness of your descent</li><li>Customize with free apps, widgets and data fields from the Connect IQ store</li><li>Battery life: up to 20 hrs. with GPS; works with Garmin Charge™ power pack (not included) for up to 40 hrs. of additional battery life</li> </ul>"
q27000003628435AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123275AC8-0.jpg,500,gear,cycling,computers,Garmin Edge 830 GPS Bike Computer - Sensor Bundle,,,"<ul> <li>Includes Edge 830 touch-screen GPS bike computer, standard mount, flush out-front mount, speed sensor, cadence sensor, heart rate monitor, tether, USB cable and documentation</li><li>Provides insights on your VO2 max, recovery, training balance, heat and altitude acclimation, nutrition, hydration and more—when paired with compatible sensors (included)</li><li>PIN-protected bike alarm will notify you on your smartphone if your bike is moved while you are inside getting water or making a pit stop</li><li>Safety features: bike alarm, group messaging and tracking, assistance and compatibility with Varia™ rearview radar and lights (when paired with your compatible smartphone)</li><li>Preloaded, routable Garmin Cycle Map offers popularity routing, which calculates routes based on the most popular rides from Garmin Connect so you can ride like a local</li><li>On-device POI search lets you browse your surroundings; address search routes to your destination; off-course recalculation and back-to-start features get you back on track</li><li>Get maps for mountain biking by downloading the free Trailforks app from the Connect IQ™ store to unlock maps, trail conditions and more</li><li>MTB dynamics track jump count, jump distance and hang time as well as Grit, a measure of the ride's difficulty, and Flow, which tracks the smoothness of your descent</li><li>Customize with free apps, widgets and data fields from the Connect IQ store</li><li>Battery life: up to 20 hrs. with GPS; works with Garmin Charge™ power pack for up to 40 hrs. of additional battery life</li> </ul>"
q27000003628436AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123276AC8-0.jpg,470,gear,cycling,computers,Garmin Edge 830 GPS Bike Computer - Mountain Bike Bundle,,,"<ul> <li>Includes Edge 830 touch-screen GPS bike computer, standard mount, mountain bike mount, Edge remote, silicone case, speed sensor, tether, USB cable and documentation</li><li>Integrated Trailforks data and preloaded app give you access to trail maps, difficulty ratings, conditions and more; sync your rides planned on Trailforks right to your Edge</li><li>MTB dynamics track jump count, jump distance and hang time as well as Grit, a measure of the ride's difficulty, and Flow, which tracks the smoothness of your descent</li><li>Preloaded, routable Garmin Cycle Map offers popularity routing, which calculates routes based on the most popular rides from Garmin Connect so you can ride like a local</li><li>On-device POI search lets you browse your surroundings; address search routes to your destination; off-course recalculation and back-to-start features get you back on track</li><li>Provides insights on your VO2 max, recovery, training balance, heat and altitude acclimation, nutrition, hydration and more—when paired with compatible sensors (not included)</li><li>PIN-protected bike alarm will notify you on your smartphone if your bike is moved while you are inside getting water or making a pit stop</li><li>Safety features: bike alarm, group messaging and tracking, assistance and compatibility with Varia™ rearview radar and lights (when paired with your compatible smartphone)</li><li>Customize with free apps, widgets and data fields from the Connect IQ™ store</li><li>Battery life: up to 20 hrs. with GPS; works with Garmin Charge™ power pack (not included) for up to 40 hrs. of additional battery life</li> </ul>"
q27000003628438AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123278AC8-0.jpg,40,gear,cycling,computers,Garmin Bike Cadence Sensor 2,,,<ul> <li>Fastens to any size crankarm and measures pedal strokes per minute so you can get the most out of your training</li><li>ANT+® and Bluetooth® technology let you send cadence data to Garmin Connect™ and other training apps and compatible fitness equipment</li><li>Water-rated to 1 ATM</li> </ul>
q27000003628439AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123279AC8-0.jpg,40,gear,cycling,computers,Garmin Bike Speed Sensor 2,,,"<ul> <li>Attaches to front or rear hub; set up wheel size in the Garmin Connect™ online community or self-calibrate with a Garmin Edge® cycling computer or other compatible device</li><li>Once set up, you'll get accurate speed and distance at all times—even without a head unit</li><li>ANT+® connectivity and Bluetooth® technology let you sync to Garmin Connect and other training apps, compatible devices and fitness equipment for better data when you ride</li><li>Odometer feature tracks your distance to help plan for bicycle maintenance</li><li>Water-rated to 1 ATM</li> </ul>"
q27000003628461AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123280AC8-0.jpg,70,gear,cycling,computers,Garmin Bike Speed Sensor 2 and Cadence Sensor 2 Bundle,,,"<ul> <li>Speed Sensor 2 attaches to either hub and self-calibrates with the Edge® cycling computer (not included) or other compatible Garmin devices for accurate speed and distance</li><li>Cadence Sensor 2 fastens to any size crankarm and measures pedal strokes per minute so you can get the most out of your training</li><li>Send live speed, distance and cadence data to compatible training apps or displays by using ANT+® connectivity and Bluetooth® Low Energy technology</li><li>Odometer feature on the speed sensor tracks your distance to help plan for bicycle maintenance</li><li>With both of these sensors on your bike, you can work to improve your personal best or see where you stand against the pros</li><li>Water-rated to 1 ATM</li> </ul>"
q27000003628464AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123283AHG-0.jpg,199.95,gear,cycling,tools,Park Tool PCS-10.2 Deluxe Home Mechanic Bicycle Repair Stand,,,"<ul> <li>Stable platform is capable of handling bikes weighing up to 80 lbs. (36kg); it's easy to set up and use or fold up for transport and storage</li><li>Cam-actuated, micro-adjustable clamp allows quick entry and exit; it fits 1 to 3 in. (25–76mm) diameter tubes and seat posts of any shape and material</li><li>All-steel structure maximizes stiffness and durability</li><li>Teardrop-shaped tubing adds strength and ensures perfect positioning</li><li>Folds quickly, easily and compactly using aluminum quick-release mechanisms and strong tubular support braces</li><li>Quick-release height adjusts from 39 to 57 in. (99–145cm)</li><li>Durable, textured powder-coat finish</li><li>Includes a compact, height-adjustable tray to hold small parts and tools; compatible with the PTH-1 Paper Towel Holder (not included)</li><li>Note: The maximum weight holding capacity is 80 lbs. (36kg) with the weight centered over the legs</li> </ul>"
q27000003628465AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123284AHG-0.jpg,159.95,gear,cycling,tools,Park Tool PCS-9.2 Home Mechanic Bicycle Repair Stand,,,"<ul> <li>Holds up to 80 lbs. (36kg)</li><li>Fully adjustable clamp fits 1–3 in. (25–76mm) diameter tubes and seat posts of any shape and material</li><li>All-steel structure maximizes stiffness and durability</li><li>Teardrop-shaped tubing adds strength and ensures perfect positioning</li><li>Compact, quick-folding design with ergonomic knobs and smooth support straps</li><li>Height adjustable from 39 to 57 in. (99–145cm)</li><li>Durable, textured powder-coat finish</li><li>Note: The maximum weight holding capacity is 80 lbs. (36kg) with the weight centered over the legs</li> </ul>"
q27000003628466AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123285AS9-0.jpg,75,gear,cycling,locks,OTTO DesignWorks OTTOLOCK Hexband Cinch Lock - 30 in.,,,"<ul> <li>Lightweight lock weighs only 250g, making it easy to bring along wherever you ride</li><li>Compact design coils to a 3 in. diameter so you can keep it around your seat stem or in your saddle bag, backpack or pocket</li><li>Durable, chip-resistant Cerakote ceramic-based paint and Santoprene thermoplastic elastomer finish won't scuff or harm finishes</li><li>Convenient keyless combination is resettable</li><li>OTTOLOCK is not a replacement for a U-Lock: For maximum security, use a redundant locking method with both a U-Lock and a secondary lock</li> </ul>"
q27000003628467AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123286AS9-0.jpg,95,gear,cycling,locks,OTTO DesignWorks OTTOLOCK Hexband Cinch Lock - 60 in.,,,"<ul> <li>Lightweight lock weighs only 375g, making it easy to bring along wherever you ride</li><li>Compact design coils to a 3 in. diameter so you can keep it around your seat stem or in your saddle bag, backpack or pocket</li><li>Durable, chip-resistant Cerakote ceramic-based paint and Santoprene thermoplastic elastomer finish won't scuff or harm finishes</li><li>Convenient keyless combination is resettable</li><li>OTTOLOCK is not a replacement for a U-Lock: For maximum security, use a redundant locking method with both a U-Lock and a secondary lock</li> </ul>"
q27000003628468AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123287A1Z-0.jpg,16.95,gear,cycling,tools,Park Tool Compact Chain Tool,,,"<ul> <li>Features a fine thread, special ""V""-shaped handle for light weight, and a super strong, replaceable pin to make chain removal easy</li><li>Works on any chain, including Hyperglide</li><li>Has a built-in shelf for loosening tight links</li> </ul>"
q27000003628469AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123288A1Z-0.jpg,18.95,gear,cycling,tools,Park Tool Sealed Bottom Bracket Tool - BBT-22,,,"<ul> <li>Easily inserts into the splined cartridge and allows tightening or loosening of bottom brackets with a 3/8"" ratchet driver or a 32mm wrench</li> </ul>"
q27000003628470AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123289A1Z-0.jpg,12.95,gear,cycling,tools,Park Tool Bondhus 3-way Allen Wrench - AWS,,,"<ul> <li>Made of industrial-quality hardened steel, vinyl coated for comfort and a reliable grip</li><li>Ball head Bondhus-style hex wrenches work at an angle of up to 25 degrees</li><li>This wrench combines 3 popular size hex heads (4mm, 5mm, 6 mm) in an easy to use ""Y"" shape for convenience and extra leverage</li> </ul>"
q27000003628492AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123290A65-0.jpg,9.95,gear,cycling,tools,Park Tool Freewheel Pin Spanner,,,<ul> <li>Fits adjusting cone on most gear clusters</li><li>Color-coded red handle for easy identification</li> </ul>
q27000003628493AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123291A1Z-0.jpg,5.95,gear,cycling,tools,Park Tool Caliper Brake Wrench,,,<ul> <li>Features 8mm and 10mm open ends</li><li>Chrome-plated for strength and quality</li> </ul>
q27000003628494AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123292A1Z-0.jpg,9.95,gear,cycling,tools,Tri-Flow Aerosol Spray Lubricant - 4 oz.,,,"<ul> <li>Ideal for bikes, cars and use at home</li><li>Contains protective Teflon® for reduced wear on bike chains and other moving parts</li><li>Aerosol canister provides a fine, direct spray</li> </ul>"
q27000003628495AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123293A1Z-0.jpg,19.95,gear,cycling,tools,Park Tool Adjustable Bottom Bracket Tool SPA-6,,,"<ul> <li>Uses hardened, replaceable pins for long-lasting performance</li><li>The distance between the pins is infinitely adjustable for universal use</li> </ul>"
q27000003628496AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123294A1Z-0.jpg,4.95,gear,cycling,tools,Park Tool GearClean(R) Brush,,,"<ul> <li>Features a comfortable, large handle with a curved teeth edge for reaching deeply embedded dirt between the gears</li><li>Tough nylon bristles allow easy cleaning of the derailleur and chain</li><li>Saves wear and tear on your chain and freewheel; extend the life and performance of your components</li><li>Portable size to take along on rides for quick, on-the-spot cleaning</li> </ul>"
q27000003628497AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123295A1Z-0.jpg,3.5,gear,cycling,tools,Park Tool Glueless Patch Kit,,,"<ul> <li>Works on either latex or butyl (rubber) tubes</li><li>Simple to use - just roughen up punctured area on tube with inluded sandpaper, peel off the back of the patch and attach patch to tube</li><li>Small enough to fit in a pocket</li><li>Includes 6 patches and sandpaper.</li> </ul>"
q27000003628498AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123296A1Z-0.jpg,8,gear,cycling,tools,White Lightning Clean Ride Lube - 4 oz.,,,"<ul> <li>Use it on chains, cables, cleats and all pivot points</li><li>Regular use results in quicker shifting, lower friction and less wear on your bike's moving parts</li><li>Easy to apply, just pour on, wipe off excess and let dry; re-apply as necessary</li> </ul>"
q27000003628499AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123297A1Z-0.jpg,6.93,gear,cycling,tools,Park Tool New Shop Cone Wrench SCW,,,"<ul> <li>Unique ""Y"" head design puts more material where it's needed for added strength and durability</li><li>New military grade phosphate finish is very durable, offering precision fit and consistent quality</li><li>New thinner metal is used on head; wider, vinyl dipped handle for comfort</li> </ul>"
q27000003628500AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123298A1Z-0.jpg,26.95,gear,cycling,tools,Park Tool Pedal Wrench PW-3,,,"<ul> <li>Reinforcement around the high stress areas and upgraded material creates a stronger more dependable wrench; avoid knuckle skinning break-offs</li><li>Extra long, round, vinyl dipped handle provides great leverage and won't dig into your hand like flat wrenches</li> </ul>"
q27000003628501AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123299A1Z-0.jpg,9,gear,cycling,tools,Finish Line Wet Lubricant - 4 oz.,,,"<ul> <li>High viscosity synthetic formulation with special polymers provides maximum water resistance and protection from extreme pressure</li><li>Convenient ""drip tip"" allows you to apply just the right amount where you need it</li><li>Perfect choice for 100 mile plus rides, muddy off-road conditions, long rainy commutes, and foggy salt-air coastal climates</li> </ul>"
q27000003629174AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123300A1Z-0.jpg,6,gear,cycling,bottles & cages,Finish Line Dry Lube - 2 oz. Squeeze Bottle,,,"<ul> <li>Dry style formula from synthetic base oils, Teflon®, extreme pressure additives, rust and oxidation inhibitors and a biodegradable penetrant</li><li>Used as both a stand alone lubricant or as a base coat for the Cross Country Lubricant</li><li>2 oz. squeeze bottle fits easily into any bicycle maintenance kit</li> </ul>"
q27000003629175AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123301A1Z-1.jpg,9,gear,cycling,bottles & cages,Finish Line Dry Lube - 4 oz. Squeeze Bottle,,,"<ul> <li>Dry style formula from synthetic base oils, Teflon®, extreme pressure additives, rust and oxidation inhibitors and a biodegradable penetrant</li><li>Used as both a stand alone lubricant or as a base coat for the Cross Country Lubricant</li><li>4 oz. squeeze bottle fits easily into any bicycle maintenance kit</li> </ul>"
q27000003629176AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123302A1Z-0.jpg,5.95,gear,cycling,tools,Park Tool Double-Sided Cone Wrench DCW-2,,,"<ul> <li>Small size fits easily in pockets and bike packs; great for repairs on the road or trail</li><li>Nickel-plated tool steel construction for long, reliable use</li> </ul>"
q27000003629177AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123303A1Z-0.jpg,5.95,gear,cycling,tools,Park Tool Double-Sided DCW-3 Cone Wrench,,,"<ul> <li>Small size fits easily in pockets and bike packs; great for repairs on the road or trail</li><li>Nickel-plated tool steel construction for long, reliable use</li> </ul>"
q27000003629178AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123304A1Z-0.jpg,6.5,gear,cycling,tools,Park Tool Tire and Tube Repair Kit,,,<ul> <li>Includes three tire levers and a box of six patches and one piece of sandpaper</li> </ul>
q27000003629179AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123305A1Z-0.jpg,44.95,gear,cycling,pumps,Topeak Road Morph Pump with Gauge,,,<ul> <li>Folding foot support easily converts frame pump into a floor pump</li><li>SwivelGrip provides a comfortable hand position while inflating</li><li>Inline pump gauge reads pressure; inflates to 160 psi effortlessly</li><li>Road Morph quickly converts between Presta and Schrader valves</li> </ul>
q27000003629181AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123307A1Z-0.jpg,7.39,gear,cycling,locks,Kryptonite Laminated Steel Padlock - 44mm,,,"<ul> <li>Features a case-hardened steel shackle for added strength</li><li>Double deadbolt locking for maximum security</li><li>Plated, laminated steel body for all-weather performance</li> </ul>"
q27000003629183AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123309A1Z-0.jpg,11.5,gear,cycling,tools,Park Tool Hex Wrench - AWS-1,,,"<ul> <li>Y shape gives extra leverage for tight Allen bolts</li><li>4, 5, and 6mm hex extensions are vinyl coated for comfort</li> </ul>"
q27000003629205AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123310A1Z-0.jpg,36.95,gear,cycling,tools,Park Tool Pro Cable/Housing Cutter,,,"<ul> <li>Cold-forged, heat-treated steel handles for strength, and precision-ground cutting jaws for a clean cut on every cable</li><li>Dual-density molded grips are specially contoured for superior comfort and control</li><li>Built-in crimper for cable end caps and a hole for reforming housing ends and housing ferrules</li><li>Wire latch holds the handles together when not in use</li> </ul>"
q27000003629207AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123312A1Z-0.jpg,14,gear,cycling,tools,Finish Line Citrus Degreaser - 20 oz.,,,"<ul> <li>Degreaser cuts through the toughest of carbonized grit, grease and grime</li><li>Has low surface tension for thorough penetration into all areas</li><li>Parts clean up fast and then rinse residue-free with water</li><li>100% active, contains no water</li><li>Biodegradable and non-toxic</li> </ul>"
q27000003629209AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123314A1Z-0.jpg,14.95,gear,cycling,tools,Park Tool Crank Wrench and Puller,,,"<ul> <li>Crank puller has a built-in 8mm hex for removing crank bolts</li><li>Two rotating tips (11.3mm and 16.3mm) remove splined Shimano® Octalink and ISIS Drive® crank arms, as well as square-holed crank arms</li><li>""Floating"" hardened tip ensures smooth operation and long life</li> </ul>"
q27000003629210AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123315A1Z-0.jpg,12,gear,cycling,tools,White Lightning Clean Ride Lube - 8 oz.,,,"<ul> <li>As dirt sticks to white lightning, a small portion sloughs off taking the dirt with it and providing self-cleaning action for all your bike parts</li><li>Easy to apply--just pour on, wipe off excess and let dry; re-apply as necessary; 8-ounce bottle is great for multiple applications at shop or home</li><li>Use it on chains, cables, cleats and all pivot points</li><li>Regular use results in quicker shifting, lower friction and less wear on your bike's moving parts</li> </ul>"
q27000003629212AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123317AC8-0.jpg,23.99,gear,cycling,tools,Feedback Sports Tool Tray,,,"<ul> <li>Mounts to all Feedback Stands and the Park Consumer Stand with a tool-less clamp</li><li>Molded plastic tray has a variety of compartments to keep tools organized including holes for Allen and cone wrenches, lubes and even a coffee mug</li><li>Includes a hook for a shop rag or towel and features a large cavity with a drain hole and removable plug for soaking parts in a solution as you work</li> </ul>"
q27000003629213AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123318A1Z-0.jpg,15.95,gear,cycling,tools,Park Tool Bottom Bracket Hook Spanner Wrench - HCW-5,,,<ul> <li>One side is a box-end 36mm; the other is a hook spanner with 3 notches for better engagement in the lockrings</li> </ul>
q27000003629214AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123319A1Z-0.jpg,24.95,gear,cycling,tools,Park Tool Chain Whip/Pedal Wrench - HCW-16,,,<ul> <li>15mm pedal wrench fits most pedals for removal and installation</li><li>Chain whip holds freewheel while removing outer cog</li><li>Pedal wrench opening is laser cut to ensure a tight and accurate fit</li> </ul>
q27000003629236AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123320A1Z-0.jpg,9,gear,cycling,tools,White Lightning Epic Ride Lube - 4 oz.,,,"<ul> <li>Delivers maximum distance between applications and significantly smoother and quieter gear shifting</li><li>Resists collecting excessive amounts of contaminants</li><li>RustBlock™ additive provides exceptional rust protection even in coastal, salty air</li> </ul>"
